,table,count_into_etl,count_select_dev
45879,tbl_193935,2,0
45880,tbl_235914,0,0
45881,tbl_29442,1,0
45882,tbl_20524,2,0
45883,tbl_179519,1,0
45884,tbl_179521,0,0
45885,tbl_30720,1,0
45886,tbl_153681,1,0
45887,tbl_248717,1,0
45888,tbl_236394,0,0
45889,tbl_236631,1,0
45890,tbl_106868,1,0
45891,tbl_229428,0,0
45892,tbl_195089,0,6
45893,tbl_194477,1,0
45894,tbl_189195,0,0
45895,tbl_192458,0,0
45896,tbl_235835,1,0
45897,tbl_235912,1,0
45898,tbl_191594,1,0
45899,tbl_191593,0,0
45900,tbl_191327,1,0
45901,tbl_244020,0,0
45902,tbl_244065,1,0
45903,tbl_340222,1,0
45904,tbl_179488,1,0
45905,tbl_340167,1,0
45906,tbl_186627,0,0
45907,tbl_39082,10,0
45908,tbl_39159,50,0
45909,tbl_11474,1,0
45910,tbl_179348,0,0
45911,tbl_13697,2,0
45912,tbl_20525,0,0
45913,tbl_20527,0,0
45914,tbl_29438,1,0
45915,tbl_29439,1,0
45916,tbl_18412,1,0
45917,tbl_183359,0,0
45918,tbl_192346,0,0
45919,tbl_385810,3,0
45920,tbl_8909,2,0
45921,tbl_175431,3,0
45922,tbl_235991,1,0
45923,tbl_19904,4,0
45924,tbl_20554,2,0
45925,tbl_272188,1,0
45926,tbl_245739,1,0
45927,tbl_271459,2,0
45928,tbl_9987,3,0
45929,tbl_217764,0,0
45930,tbl_217784,1,0
45931,tbl_190925,0,0
45932,tbl_340391,1,0
45933,tbl_243470,1,0
45934,tbl_190236,0,0
45935,tbl_30791,1,0
45936,tbl_230011,1,0
45937,tbl_236476,1,0
45938,tbl_236551,1,0
45939,tbl_295116,1,0
45940,tbl_244398,0,0
45941,tbl_244442,1,0
45942,tbl_192568,0,0
45943,tbl_245802,0,0
45944,tbl_245846,1,0
45945,tbl_305530,1,0
45946,tbl_305563,1,0
45947,tbl_19867,2,0
45948,tbl_158061,1,0
45949,tbl_13497,2,0
45950,tbl_45552,0,0
45951,tbl_22378,0,2
45952,tbl_309285,0,0
45953,tbl_45409,1,0
45954,tbl_191478,1,0
45955,tbl_191477,0,0
45956,tbl_308825,20,0
45957,tbl_308838,0,0
45958,tbl_30798,1,0
45959,tbl_18519,1,0
45960,tbl_229646,0,0
45961,tbl_190472,0,0
45962,tbl_35473,2,0
45963,tbl_175550,2,1
45964,tbl_331113,0,0
45965,tbl_23972,0,0
45966,tbl_385808,1,0
45967,tbl_386385,3,0
45968,tbl_3433,1,0
45969,tbl_29959,14,0
45970,tbl_76906,2,0
45971,tbl_6883,7,0
45972,tbl_229864,1,0
45973,tbl_184620,0,0
45974,tbl_202813,0,0
45975,tbl_191537,0,0
45976,tbl_239462,2,0
45977,tbl_190975,0,0
45978,tbl_189391,0,0
45979,tbl_191576,1,0
45980,tbl_271173,2,0
45981,tbl_244452,0,0
45982,tbl_244497,1,0
45983,tbl_190436,0,0
45984,tbl_13626,1,0
45985,tbl_236395,0,0
45986,tbl_228920,0,0
45987,tbl_375298,0,0
45988,tbl_195285,1,0
45989,tbl_259562,0,0
45990,tbl_128005,2,0
45991,tbl_38984,3,0
45992,tbl_160038,0,0
45993,tbl_160075,0,0
45994,tbl_160429,0,0
45995,tbl_160860,0,0
45996,tbl_103907,1,0
45997,tbl_2651,1,0
45998,tbl_2671,1,0
45999,tbl_239652,1,0
46000,tbl_330319,1,0
46001,tbl_330618,0,0
46002,tbl_330617,2,0
46003,tbl_107993,1,0
46004,tbl_46679,1,0
46005,tbl_270949,2,0
46006,tbl_23944,0,0
46007,tbl_385753,1,0
46008,tbl_191610,1,0
46009,tbl_333065,1,0
46010,tbl_191217,1,0
46011,tbl_271773,2,0
46012,tbl_179518,1,0
46013,tbl_239453,2,0
46014,tbl_183556,1,0
46015,tbl_183555,0,0
46016,tbl_128982,1,0
46017,tbl_202859,0,0
46018,tbl_30818,1,0
46019,tbl_350606,0,0
46020,tbl_364328,1,0
46021,tbl_109357,2,0
46022,tbl_268041,0,0
46023,tbl_240311,0,0
46024,tbl_230082,0,0
46025,tbl_38944,1,0
46026,tbl_104574,0,0
46027,tbl_17811,2,0
46028,tbl_11471,1,0
46029,tbl_175587,2,0
46030,tbl_29449,1,0
46031,tbl_11477,1,0
46032,tbl_230046,1,0
46033,tbl_179360,0,0
46034,tbl_239760,0,0
46035,tbl_269714,1,0
46036,tbl_195271,1,0
46037,tbl_244605,1,0
46038,tbl_258471,1,0
46039,tbl_230118,1,0
46040,tbl_76672,1,0
46041,tbl_244126,0,0
46042,tbl_244172,1,0
46043,tbl_375218,1,0
46044,tbl_239474,2,0
46045,tbl_271973,2,0
46046,tbl_13462,2,0
46047,tbl_13650,2,0
46048,tbl_179494,1,0
46049,tbl_179492,0,0
46050,tbl_29434,2,0
46051,tbl_622,2,0
46052,tbl_7188,2,0
46053,tbl_7267,2,0
46054,tbl_7890,2,0
46055,tbl_8016,2,0
46056,tbl_22185,2,0
46057,tbl_33220,2,0
46058,tbl_33446,2,0
46059,tbl_34764,2,0
46060,tbl_42810,2,0
46061,tbl_45302,2,0
46062,tbl_240368,0,0
46063,tbl_29441,1,0
46064,tbl_195276,1,0
46065,tbl_368772,0,0
46066,tbl_235836,0,0
46067,tbl_13441,2,0
46068,tbl_327974,1,0
46069,tbl_47038,1,0
46070,tbl_207974,8,0
46071,tbl_245586,0,0
46072,tbl_245631,1,0
46073,tbl_179367,1,0
46074,tbl_236071,1,0
46075,tbl_195281,1,0
46076,tbl_259612,4,0
46077,tbl_259633,1,0
46078,tbl_212255,1,0
46079,tbl_212287,1,0
46080,tbl_305366,1,0
46081,tbl_305399,1,0
46082,tbl_245963,0,0
46083,tbl_246008,1,0
46084,tbl_268501,0,0
46085,tbl_38959,1,0
46086,tbl_114111,0,0
46087,tbl_308824,0,0
46088,tbl_350706,0,0
46089,tbl_240521,0,0
46090,tbl_39792,1,0
46091,tbl_39802,1,0
46092,tbl_13555,2,0
46093,tbl_305489,0,0
46094,tbl_18516,1,0
46095,tbl_192289,1,0
46096,tbl_327867,1,0
46097,tbl_344019,1,0
46098,tbl_246009,1,0
46099,tbl_234343,0,8
46100,tbl_189942,0,0
46101,tbl_245045,0,0
46102,tbl_245090,1,0
46103,tbl_385752,3,0
46104,tbl_191461,1,0
46105,tbl_194185,0,6
46106,tbl_308907,0,0
46107,tbl_332963,1,0
46108,tbl_187628,0,0
46109,tbl_187009,0,0
46110,tbl_187042,1,0
46111,tbl_271971,2,0
46112,tbl_38995,3,0
46113,tbl_169864,0,0
46114,tbl_169900,0,0
46115,tbl_170265,0,0
46116,tbl_170717,0,0
46117,tbl_236716,0,0
46118,tbl_236714,1,0
46119,tbl_11492,1,0
46120,tbl_174718,2,0
46121,tbl_13498,2,0
46122,tbl_91013,2,0
46123,tbl_91451,2,0
46124,tbl_97080,1,0
46125,tbl_363635,0,0
46126,tbl_363634,1,0
46127,tbl_129022,2,0
46128,tbl_246396,0,0
46129,tbl_246441,1,0
46130,tbl_309076,0,0
46131,tbl_91574,2,0
46132,tbl_23760,0,2
46133,tbl_258473,1,0
46134,tbl_187542,0,0
46135,tbl_19909,2,0
46136,tbl_192443,0,0
46137,tbl_192186,1,0
46138,tbl_189356,0,0
46139,tbl_340111,1,0
46140,tbl_305656,0,0
46141,tbl_202808,0,0
46142,tbl_295239,1,0
46143,tbl_157527,2,0
46144,tbl_81534,1,0
46145,tbl_81533,0,0
46146,tbl_207996,0,0
46147,tbl_235996,0,0
46148,tbl_11472,1,0
46149,tbl_30812,1,0
46150,tbl_362773,1,0
46151,tbl_179462,0,0
46152,tbl_128085,1,0
46153,tbl_18507,1,0
46154,tbl_191485,0,0
46155,tbl_14836,3,0
46156,tbl_45388,1,0
46157,tbl_20539,2,0
46158,tbl_189083,0,0
46159,tbl_385787,3,0
46160,tbl_30752,1,0
46161,tbl_351680,0,0
46162,tbl_272081,2,0
46163,tbl_186717,0,0
46164,tbl_157401,1,0
46165,tbl_309116,0,0
46166,tbl_259302,1,0
46167,tbl_267813,0,0
46168,tbl_158054,0,0
46169,tbl_239481,2,0
46170,tbl_341347,1,0
46171,tbl_153594,0,0
46172,tbl_284151,1,0
46173,tbl_308810,0,0
46174,tbl_259819,2,0
46175,tbl_194486,1,0
46176,tbl_228840,1,0
46177,tbl_340672,1,0
46178,tbl_209433,2,0
46179,tbl_165673,0,0
46180,tbl_20552,2,0
46181,tbl_385809,3,0
46182,tbl_108230,1,0
46183,tbl_34157,1,0
46184,tbl_34175,1,0
46185,tbl_34191,1,0
46186,tbl_34245,1,0
46187,tbl_34277,1,0
46188,tbl_34298,1,0
46189,tbl_34338,2,0
46190,tbl_34354,1,0
46191,tbl_34450,1,0
46192,tbl_34021,3,0
46193,tbl_34037,1,0
46194,tbl_34060,1,0
46195,tbl_183538,0,0
46196,tbl_350605,4,0
46197,tbl_152834,2,0
46198,tbl_259588,0,0
46199,tbl_35463,1,0
46200,tbl_379,0,8
46201,tbl_13485,2,0
46202,tbl_113687,3,0
46203,tbl_244776,0,0
46204,tbl_244820,1,0
46205,tbl_76423,0,0
46206,tbl_375992,1,0
46207,tbl_30830,1,0
46208,tbl_188340,0,0
46209,tbl_30725,1,0
46210,tbl_244550,1,0
46211,tbl_179397,1,0
46212,tbl_179396,0,0
46213,tbl_30750,1,0
46214,tbl_259933,2,0
46215,tbl_350603,0,0
46216,tbl_191591,1,0
46217,tbl_191592,0,0
46218,tbl_175498,3,0
46219,tbl_191344,1,0
46220,tbl_340349,1,0
46221,tbl_91014,2,0
46222,tbl_194487,1,0
46223,tbl_102772,1,0
46224,tbl_270850,2,0
46225,tbl_33877,1,0
46226,tbl_33885,1,0
46227,tbl_33893,0,0
46228,tbl_33901,1,0
46229,tbl_33909,1,0
46230,tbl_33917,1,0
46231,tbl_234417,3,0
46232,tbl_20542,2,0
46233,tbl_11501,1,0
46234,tbl_330284,1,0
46235,tbl_330571,0,0
46236,tbl_19920,4,0
46237,tbl_30781,1,0
46238,tbl_191480,0,0
46239,tbl_97089,1,0
46240,tbl_11125,2,0
46241,tbl_13465,2,0
46242,tbl_368178,0,0
46243,tbl_30735,1,0
46244,tbl_258463,1,0
46245,tbl_191491,0,0
46246,tbl_243804,0,0
46247,tbl_243849,1,0
46248,tbl_179530,1,0
46249,tbl_259275,1,0
46250,tbl_191364,1,0
46251,tbl_191365,0,0
46252,tbl_272282,1,0
46253,tbl_186744,0,0
46254,tbl_186776,1,0
46255,tbl_272076,1,0
46256,tbl_259273,1,0
46257,tbl_258501,1,0
46258,tbl_244884,0,0
46259,tbl_244929,1,0
46260,tbl_194453,1,0
46261,tbl_195085,0,7
46262,tbl_340405,1,0
46263,tbl_246440,1,0
46264,tbl_246341,0,0
46265,tbl_246387,1,0
46266,tbl_240021,1,0
46267,tbl_10105,1,0
46268,tbl_69152,0,2
46269,tbl_69775,0,2
46270,tbl_70401,0,2
46271,tbl_71028,0,2
46272,tbl_71639,0,2
46273,tbl_72266,0,2
46274,tbl_72889,0,2
46275,tbl_73515,0,2
46276,tbl_74139,0,2
46277,tbl_74773,0,2
46278,tbl_75408,0,2
46279,tbl_76031,0,2
46280,tbl_12385,4,1
46281,tbl_29440,1,0
46282,tbl_35682,1,0
46283,tbl_35690,1,0
46284,tbl_35698,1,0
46285,tbl_305408,1,0
46286,tbl_13641,2,0
46287,tbl_2833,1,0
46288,tbl_2853,1,0
46289,tbl_191459,1,0
46290,tbl_187629,0,0
46291,tbl_129216,0,0
46292,tbl_287355,1,0
46293,tbl_288984,1,0
46294,tbl_179376,1,0
46295,tbl_179377,0,0
46296,tbl_38979,3,0
46297,tbl_147313,0,0
46298,tbl_147413,0,0
46299,tbl_147426,0,0
46300,tbl_147652,0,0
46301,tbl_148596,0,0
46302,tbl_19923,2,0
46303,tbl_271569,2,0
46304,tbl_244821,1,0
46305,tbl_30842,1,0
46306,tbl_30796,1,0
46307,tbl_153542,0,0
46308,tbl_91327,1,0
46309,tbl_284239,1,0
46310,tbl_11290,2,0
46311,tbl_228615,1,0
46312,tbl_192109,0,0
46313,tbl_30790,1,0
46314,tbl_191421,0,0
46315,tbl_189595,0,0
46316,tbl_18466,1,0
46317,tbl_30771,1,0
46318,tbl_13549,2,0
46319,tbl_29451,1,0
46320,tbl_195287,1,0
46321,tbl_30820,1,0
46322,tbl_18458,1,0
46323,tbl_35474,2,0
46324,tbl_109354,1,0
46325,tbl_30808,1,0
46326,tbl_4493,1,0
46327,tbl_4513,1,0
46328,tbl_206891,1,0
46329,tbl_13325,1,0
46330,tbl_13531,2,0
46331,tbl_13349,1,0
46332,tbl_30829,1,0
46333,tbl_332515,0,0
46334,tbl_30805,1,0
46335,tbl_19912,4,0
46336,tbl_259286,1,0
46337,tbl_340717,1,0
46338,tbl_189559,0,0
46339,tbl_192184,0,0
46340,tbl_186397,0,0
46341,tbl_45909,0,0
46342,tbl_271358,2,0
46343,tbl_154374,1,0
46344,tbl_18457,1,0
46345,tbl_18443,1,0
46346,tbl_39077,10,0
46347,tbl_39154,50,0
46348,tbl_216261,0,0
46349,tbl_374923,0,0
46350,tbl_191969,1,0
46351,tbl_191970,0,0
46352,tbl_27613,2,0
46353,tbl_193805,2,0
46354,tbl_76875,1,0
46355,tbl_230010,0,0
46356,tbl_169616,0,0
46357,tbl_29448,1,0
46358,tbl_195284,1,0
46359,tbl_385106,0,1
46360,tbl_179453,1,0
46361,tbl_179455,0,0
46362,tbl_386047,1,0
46363,tbl_113453,2,0
46364,tbl_241463,1,0
46365,tbl_21942,0,1
46366,tbl_239452,2,0
46367,tbl_271262,2,0
46368,tbl_243966,0,0
46369,tbl_244010,1,0
46370,tbl_179358,1,0
46371,tbl_246070,0,0
46372,tbl_246116,1,0
46373,tbl_259348,1,0
46374,tbl_179456,0,0
46375,tbl_30835,1,0
46376,tbl_236314,1,0
46377,tbl_236391,1,0
46378,tbl_192279,0,0
46379,tbl_76866,0,0
46380,tbl_47066,1,0
46381,tbl_206277,0,0
46382,tbl_203634,0,0
46383,tbl_309246,0,0
46384,tbl_340363,1,0
46385,tbl_350626,1,0
46386,tbl_240284,0,0
46387,tbl_184773,0,0
46388,tbl_30757,1,0
46389,tbl_243641,0,0
46390,tbl_243686,1,0
46391,tbl_351474,0,0
46392,tbl_6878,7,0
46393,tbl_229685,1,0
46394,tbl_22377,0,2
46395,tbl_179516,0,0
46396,tbl_18425,1,0
46397,tbl_38964,3,0
46398,tbl_131712,0,0
46399,tbl_131810,0,0
46400,tbl_131824,0,0
46401,tbl_132049,0,0
46402,tbl_132984,0,0
46403,tbl_18523,1,0
46404,tbl_112084,1,0
46405,tbl_191912,0,0
46406,tbl_17698,1,0
46407,tbl_30828,1,0
46408,tbl_18407,1,0
46409,tbl_13486,2,0
46410,tbl_272079,2,0
46411,tbl_202806,0,0
46412,tbl_259269,1,0
46413,tbl_244344,0,0
46414,tbl_244388,1,0
46415,tbl_190313,0,0
46416,tbl_271059,2,0
46417,tbl_340777,1,0
46418,tbl_333117,1,0
46419,tbl_258602,1,0
46420,tbl_192193,1,0
46421,tbl_243748,0,0
46422,tbl_243794,1,0
46423,tbl_8774,1,0
46424,tbl_8775,1,0
46425,tbl_13669,2,0
46426,tbl_112351,1,0
46427,tbl_179354,0,0
46428,tbl_76398,2,0
46429,tbl_108010,2,0
46430,tbl_13622,1,0
46431,tbl_20062,2,0
46432,tbl_191584,1,0
46433,tbl_191583,0,0
46434,tbl_271361,2,0
46435,tbl_185567,0,0
46436,tbl_258575,1,0
46437,tbl_30719,1,0
46438,tbl_244722,0,0
46439,tbl_244766,1,0
46440,tbl_191961,1,0
46441,tbl_19922,2,0
46442,tbl_184585,0,0
46443,tbl_189771,1,0
46444,tbl_189772,0,0
46445,tbl_30817,1,0
46446,tbl_258519,1,0
46447,tbl_30780,1,0
46448,tbl_340362,1,0
46449,tbl_190174,0,0
46450,tbl_183066,0,0
46451,tbl_272078,2,0
46452,tbl_11481,1,0
46453,tbl_35466,1,0
46454,tbl_35476,2,0
46455,tbl_35485,1,0
46456,tbl_179389,0,0
46457,tbl_330211,1,0
46458,tbl_18500,1,0
46459,tbl_100088,1,0
46460,tbl_106869,1,0
46461,tbl_9452,1,0
46462,tbl_18485,1,0
46463,tbl_195279,1,0
46464,tbl_11126,2,0
46465,tbl_191949,1,0
46466,tbl_13532,2,0
46467,tbl_260095,0,0
46468,tbl_192759,0,1
46469,tbl_211674,0,1
46470,tbl_192270,1,0
46471,tbl_192271,0,0
46472,tbl_187488,0,0
46473,tbl_270950,2,0
46474,tbl_192113,1,1
46475,tbl_245154,0,0
46476,tbl_245199,1,0
46477,tbl_157573,0,0
46478,tbl_47034,1,0
46479,tbl_91024,1,0
46480,tbl_30792,1,0
46481,tbl_208151,0,0
46482,tbl_179394,1,0
46483,tbl_179395,0,0
46484,tbl_175589,2,0
46485,tbl_246126,0,0
46486,tbl_246170,1,0
46487,tbl_191615,1,0
46488,tbl_259368,1,0
46489,tbl_271058,2,0
46490,tbl_38927,1,0
46491,tbl_88671,0,0
46492,tbl_89519,0,0
46493,tbl_89606,0,0
46494,tbl_158095,2,0
46495,tbl_23756,0,2
46496,tbl_179382,1,0
46497,tbl_179383,0,0
46498,tbl_179485,0,0
46499,tbl_128784,1,0
46500,tbl_106908,1,0
46501,tbl_185418,0,0
46502,tbl_20548,2,0
46503,tbl_11291,2,0
46504,tbl_11528,1,0
46505,tbl_30803,1,0
46506,tbl_189392,0,0
46507,tbl_30759,1,0
46508,tbl_13674,2,0
46509,tbl_129026,1,0
46510,tbl_193192,1,0
46511,tbl_309168,0,0
46512,tbl_271174,2,0
46513,tbl_267361,0,0
46514,tbl_187084,0,0
46515,tbl_340097,1,0
46516,tbl_186312,0,0
46517,tbl_191470,1,1
46518,tbl_191472,0,0
46519,tbl_258500,1,0
46520,tbl_309047,0,0
46521,tbl_258588,1,0
46522,tbl_240573,0,0
46523,tbl_317225,1,0
46524,tbl_317269,1,0
46525,tbl_241464,1,0
46526,tbl_191580,1,0
46527,tbl_191579,0,0
46528,tbl_245630,1,0
46529,tbl_308865,0,0
46530,tbl_128807,0,0
46531,tbl_243417,1,0
46532,tbl_258591,1,0
46533,tbl_271458,1,0
46534,tbl_271972,2,0
46535,tbl_11487,1,0
46536,tbl_20530,0,0
46537,tbl_20532,0,0
46538,tbl_20536,0,0
46539,tbl_363346,1,0
46540,tbl_8906,2,0
46541,tbl_18409,1,0
46542,tbl_239508,2,0
46543,tbl_330175,1,0
46544,tbl_330430,0,0
46545,tbl_330429,2,0
46546,tbl_179908,1,0
46547,tbl_179910,0,0
46548,tbl_209431,2,0
46549,tbl_2572,1,0
46550,tbl_2593,1,0
46551,tbl_38934,1,0
46552,tbl_96391,0,0
46553,tbl_37265,1,0
46554,tbl_37273,2,0
46555,tbl_37281,1,0
46556,tbl_37289,5,0
46557,tbl_37297,1,0
46558,tbl_37305,1,0
46559,tbl_37313,1,0
46560,tbl_37321,1,0
46561,tbl_183322,0,0
46562,tbl_183741,0,0
46563,tbl_192114,0,0
46564,tbl_327799,6,0
46565,tbl_34956,1,0
46566,tbl_37202,1,0
46567,tbl_37211,1,0
46568,tbl_179416,1,0
46569,tbl_179414,0,0
46570,tbl_91092,1,0
46571,tbl_191475,1,0
46572,tbl_183121,0,0
46573,tbl_183135,1,0
46574,tbl_259259,1,0
46575,tbl_343878,1,0
46576,tbl_192197,1,0
46577,tbl_192198,0,0
46578,tbl_194170,0,7
46579,tbl_259215,1,0
46580,tbl_146561,0,0
46581,tbl_146562,9,0
46582,tbl_195686,0,0
46583,tbl_246287,0,0
46584,tbl_246332,1,0
46585,tbl_330095,1,0
46586,tbl_194481,1,0
46587,tbl_230154,0,0
46588,tbl_305407,0,0
46589,tbl_2781,1,0
46590,tbl_209428,2,0
46591,tbl_2703,1,0
46592,tbl_2723,1,0
46593,tbl_13018,1,0
46594,tbl_179501,1,0
46595,tbl_179503,0,0
46596,tbl_91012,2,0
46597,tbl_216311,0,0
46598,tbl_289035,1,0
46599,tbl_374973,0,0
46600,tbl_191581,1,0
46601,tbl_258505,1,0
46602,tbl_24140,0,2
46603,tbl_96303,0,6
46604,tbl_182796,0,0
46605,tbl_190471,0,0
46606,tbl_308837,0,0
46607,tbl_206329,0,0
46608,tbl_193193,0,0
46609,tbl_271772,2,0
46610,tbl_27181,1,0
46611,tbl_191474,0,0
46612,tbl_179486,0,0
46613,tbl_34953,1,0
46614,tbl_37199,1,0
46615,tbl_37208,1,0
46616,tbl_37580,3,0
46617,tbl_619,2,0
46618,tbl_7185,2,0
46619,tbl_7264,2,0
46620,tbl_7887,2,0
46621,tbl_8013,2,0
46622,tbl_22182,2,0
46623,tbl_33217,2,0
46624,tbl_33443,2,0
46625,tbl_34761,2,0
46626,tbl_42807,2,0
46627,tbl_45299,2,0
46628,tbl_240291,0,0
46629,tbl_259487,4,0
46630,tbl_37526,0,0
46631,tbl_38876,2,0
46632,tbl_38878,2,0
46633,tbl_239445,0,0
46634,tbl_13629,1,0
46635,tbl_236316,0,0
46636,tbl_385828,3,0
46637,tbl_259258,1,0
46638,tbl_309233,0,0
46639,tbl_47027,1,0
46640,tbl_239479,2,0
46641,tbl_244668,0,0
46642,tbl_244713,1,0
46643,tbl_191369,1,0
46644,tbl_187720,0,0
46645,tbl_187731,0,0
46646,tbl_186690,0,0
46647,tbl_186711,1,0
46648,tbl_267313,0,0
46649,tbl_191602,1,0
46650,tbl_381673,0,0
46651,tbl_191499,0,0
46652,tbl_239465,2,0
46653,tbl_201284,0,0
46654,tbl_271775,2,0
46655,tbl_270851,2,0
46656,tbl_272082,2,0
46657,tbl_350726,1,0
46658,tbl_206238,0,0
46659,tbl_258934,1,0
46660,tbl_375955,1,0
46661,tbl_18408,1,0
46662,tbl_29411,14,0
46663,tbl_128075,2,0
46664,tbl_18405,1,0
46665,tbl_2075,1,0
46666,tbl_218153,0,0
46667,tbl_11283,2,0
46668,tbl_38992,3,0
46669,tbl_167897,0,0
46670,tbl_167933,0,0
46671,tbl_168287,0,0
46672,tbl_168740,0,0
46673,tbl_18420,1,0
46674,tbl_13442,2,0
46675,tbl_192133,0,0
46676,tbl_192141,1,0
46677,tbl_192266,1,0
46678,tbl_258451,1,0
46679,tbl_309019,0,0
46680,tbl_179509,0,0
46681,tbl_179939,1,0
46682,tbl_179940,0,0
46683,tbl_184621,0,0
46684,tbl_340110,1,0
46685,tbl_258573,2,0
46686,tbl_179345,1,0
46687,tbl_192180,0,0
46688,tbl_30716,1,0
46689,tbl_38975,3,0
46690,tbl_142862,0,0
46691,tbl_142961,0,0
46692,tbl_142975,0,0
46693,tbl_143202,0,0
46694,tbl_144147,0,0
46695,tbl_103916,1,0
46696,tbl_103917,3,0
46697,tbl_6397,1,0
46698,tbl_6417,1,0
46699,tbl_6882,7,0
46700,tbl_229829,1,0
46701,tbl_140322,0,0
46702,tbl_30773,1,0
46703,tbl_10851,0,1
46704,tbl_13551,2,0
46705,tbl_11289,2,0
46706,tbl_30732,1,0
46707,tbl_13637,2,0
46708,tbl_154717,1,0
46709,tbl_183030,0,0
46710,tbl_267388,1,0
46711,tbl_190712,0,0
46712,tbl_192267,0,0
46713,tbl_179932,1,0
46714,tbl_259538,4,0
46715,tbl_259558,1,0
46716,tbl_175455,0,0
46717,tbl_229538,9,0
46718,tbl_271683,2,0
46719,tbl_259230,1,0
46720,tbl_270259,1,0
46721,tbl_383435,1,0
46722,tbl_157881,1,0
46723,tbl_157904,0,0
46724,tbl_234561,3,0
46725,tbl_191611,1,0
46726,tbl_191612,0,0
46727,tbl_351433,0,0
46728,tbl_236075,0,0
46729,tbl_100048,1,0
46730,tbl_113655,1,0
46731,tbl_113673,1,0
46732,tbl_16937,1,0
46733,tbl_179495,1,0
46734,tbl_152833,2,0
46735,tbl_383432,1,0
46736,tbl_243910,0,0
46737,tbl_243957,1,0
46738,tbl_186664,0,0
46739,tbl_245478,0,0
46740,tbl_245522,1,0
46741,tbl_351434,0,0
46742,tbl_351466,1,0
46743,tbl_345764,0,0
46744,tbl_18455,1,0
46745,tbl_258448,1,0
46746,tbl_175517,2,0
46747,tbl_192187,0,0
46748,tbl_18435,1,0
46749,tbl_46018,1,0
46750,tbl_271568,2,0
46751,tbl_23945,0,0
46752,tbl_385754,1,0
46753,tbl_189632,0,0
46754,tbl_194458,1,0
46755,tbl_179255,0,0
46756,tbl_30723,1,0
46757,tbl_179861,0,0
46758,tbl_183093,0,0
46759,tbl_183113,1,0
46760,tbl_191617,1,0
46761,tbl_191618,0,0
46762,tbl_112311,1,0
46763,tbl_385755,3,0
46764,tbl_18365,0,4
46765,tbl_109621,2,0
46766,tbl_109622,2,0
46767,tbl_109623,0,0
46768,tbl_109624,6,0
46769,tbl_109625,2,0
46770,tbl_109626,4,0
46771,tbl_109628,0,0
46772,tbl_110053,2,0
46773,tbl_110054,2,0
46774,tbl_110055,2,0
46775,tbl_110056,2,0
46776,tbl_110057,2,0
46777,tbl_110058,2,0
46778,tbl_110059,2,0
46779,tbl_235834,0,0
46780,tbl_183977,0,0
46781,tbl_153555,1,0
46782,tbl_191909,0,0
46783,tbl_14436,0,3
46784,tbl_23982,0,0
46785,tbl_385829,1,0
46786,tbl_13505,2,0
46787,tbl_179359,0,0
46788,tbl_10102,3,0
46789,tbl_45359,1,0
46790,tbl_234562,0,0
46791,tbl_11491,1,0
46792,tbl_190853,1,0
46793,tbl_185794,0,0
46794,tbl_193983,1,0
46795,tbl_244767,1,0
46796,tbl_259977,2,0
46797,tbl_260009,2,0
46798,tbl_179569,0,0
46799,tbl_45588,0,0
46800,tbl_185530,0,0
46801,tbl_327866,1,0
46802,tbl_244496,1,0
46803,tbl_259272,1,0
46804,tbl_104135,1,0
46805,tbl_37268,1,0
46806,tbl_37276,2,0
46807,tbl_37284,1,0
46808,tbl_37292,5,0
46809,tbl_37300,1,0
46810,tbl_37308,1,0
46811,tbl_37316,1,0
46812,tbl_37324,1,0
46813,tbl_331073,1,0
46814,tbl_18424,1,0
46815,tbl_8907,1,0
46816,tbl_29452,1,0
46817,tbl_195288,1,0
46818,tbl_369366,1,0
46819,tbl_147037,0,0
46820,tbl_26940,0,2
46821,tbl_343737,1,0
46822,tbl_272283,2,0
46823,tbl_258479,1,0
46824,tbl_351598,1,0
46825,tbl_351630,1,0
46826,tbl_195482,0,0
46827,tbl_192292,0,0
46828,tbl_183978,0,0
46829,tbl_192290,1,0
46830,tbl_340837,1,0
46831,tbl_239470,2,0
46832,tbl_190508,0,0
46833,tbl_375143,1,0
46834,tbl_368960,1,0
46835,tbl_331195,1,0
46836,tbl_331228,1,0
46837,tbl_287377,1,0
46838,tbl_246233,0,0
46839,tbl_246278,1,0
46840,tbl_185453,0,0
46841,tbl_30775,1,0
46842,tbl_202871,0,0
46843,tbl_191377,0,0
46844,tbl_383437,1,0
46845,tbl_368762,1,0
46846,tbl_30730,1,0
46847,tbl_229937,0,2
46848,tbl_309005,0,0
46849,tbl_113439,2,0
46850,tbl_229828,0,0
46851,tbl_11486,1,0
46852,tbl_95953,1,0
46853,tbl_15843,0,0
46854,tbl_15849,0,0
46855,tbl_15868,0,0
46856,tbl_15885,0,0
46857,tbl_330356,0,0
46858,tbl_330665,2,0
46859,tbl_112092,2,0
46860,tbl_13190,1,0
46861,tbl_621,2,0
46862,tbl_7187,2,0
46863,tbl_7266,2,0
46864,tbl_7889,2,0
46865,tbl_8015,2,0
46866,tbl_22184,2,0
46867,tbl_33219,2,0
46868,tbl_33445,2,0
46869,tbl_34763,2,0
46870,tbl_42809,2,0
46871,tbl_45301,2,0
46872,tbl_240343,0,0
46873,tbl_11117,2,0
46874,tbl_128741,1,0
46875,tbl_11473,1,0
46876,tbl_179906,1,0
46877,tbl_179905,0,0
